FECHA;CATEGORÍA;CLIENTE;TRATAMIENTO;ESTETICISTA;PRECIO;DESCUENTO; TOTAL COBRADO 
10 03 2019;Corporal;C-15;Chocoterapia;Ana; S/184.00 ; S/3.68 ; S/180.32 
10 03 2019;Facial;C-14;Microdermoabrasión;Camila; S/237.00 ; S/21.33 ; S/215.67 
10 03 2019;Corporal;A-18;De Algas Desintoxicantes;María; S/101.00 ; S/8.08 ; S/92.92 
10 03 2019;Corporal;A-20;Reductivo;Rafaella; S/138.00 ; S/1.38 ; S/136.62 
10 03 2019;Facial;A-17;Europeo;Ana; S/199.00 ; S/13.93 ; S/185.07 
10 03 2019;Facial;A-11;Hieloterapia;Rafaella; S/195.00 ; S/13.65 ; S/181.35 
10 03 2019;Corporal;A-18;De Algas Desintoxicantes;María; S/101.00 ; S/8.08 ; S/92.92 
10 03 2019;Corporal;D-14;De Algas Desintoxicantes;María; S/101.00 ; S/1.01 ; S/99.99 
10 03 2019;Corporal;A-20;Reductivo;Rafaella; S/138.00 ; S/1.38 ; S/136.62 
10 03 2019;Corporal;D-12;Reductivo;Rosa; S/138.00 ; S/8.28 ; S/129.72 
10 03 2019;Corporal;B-19;Reductivo;Rosa; S/138.00 ;; S/138.00 
10 03 2019;Facial;C-17;Microdermoabrasión;María; S/237.00 ; S/14.22 ; S/222.78 
10 03 2019;Facial;D-20;Yax;María; S/157.00 ; S/1.57 ; S/155.43 
10 03 2019;Corporal;D-16;Con Tequila;Camila; S/146.00 ; S/14.60 ; S/131.40 
10 03 2019;Corporal;C-10;Hipertermia;María; S/202.00 ; S/8.08 ; S/193.92 
10 03 2019;Corporal;A-11;Envolvente Desintoxicante;Rafaella; S/198.00 ; S/17.82 ; S/180.18 
10 03 2019;Facial;D-13;Vaporizacion;Camila; S/151.00 ; S/13.59 ; S/137.41 
10 03 2019;Facial;D-13;Europeo;María; S/199.00 ; S/19.90 ; S/179.10 
11 03 2019;Facial;B-11;Antiedad;Camila; S/228.00 ; S/13.68 ; S/214.32 
11 03 2019;Corporal;C-15;Ritual Esencial Del Mar;Ana; S/214.00 ; S/21.40 ; S/192.60 
11 03 2019;Corporal;C-14;Envolvente De Aguacate Con Yogurt;María; S/201.00 ; S/18.09 ; S/182.91 
11 03 2019;Facial;D-12;Lifting de Piel Madura;Rafaella; S/212.00 ; S/6.36 ; S/205.64 
11 03 2019;Corporal;D-18;Exfoliante Energizante;Rafaella; S/202.00 ; S/8.08 ; S/193.92 
11 03 2019;Facial;C-17;Antiedad;Rafaella; S/228.00 ;; S/228.00 
11 03 2019;Corporal;D-14;Ritual Azul Turquesa;Ana; S/194.00 ; S/1.94 ; S/192.06 
11 03 2019;Facial;C-17;Hieloterapia;Rosa; S/195.00 ; S/15.60 ; S/179.40 
11 03 2019;Corporal;B-17;Envolvente Desintoxicante;María; S/198.00 ; S/13.86 ; S/184.14 
11 03 2019;Corporal;C-20;Ritual Esencial Del Mar;Camila; S/214.00 ; S/14.98 ; S/199.02 
11 03 2019;Facial;C-18;Daymond Frozend;Rafaella; S/146.00 ; S/1.46 ; S/144.54 
11 03 2019;Corporal;D-18;Envolvente De Aguacate Con Yogurt;Camila; S/201.00 ;; S/201.00 
11 03 2019;Facial;B-12;Lifting de Piel Madura;Ana; S/212.00 ; S/2.12 ; S/209.88 
11 03 2019;Facial;B-19;Tratamiento de Limpieza;Rosa; S/220.00 ; S/6.60 ; S/213.40 
11 03 2019;Corporal;D-17;Envolvente De Aguacate Con Yogurt;Ana; S/201.00 ; S/16.08 ; S/184.92 
11 03 2019;Corporal;C-20;Heavenly Body;María; S/192.00 ; S/1.92 ; S/190.08 
11 03 2019;Facial;C-14;Daymond Frozend;María; S/146.00 ; S/14.60 ; S/131.40 
11 03 2019;Facial;C-20;Accua Morin;Ana; S/149.00 ; S/10.43 ; S/138.57 
12 03 2019;Corporal;B-14;Heavenly Body;Ana; S/192.00 ;; S/192.00 
12 03 2019;Facial;C-19;Antiedad;María; S/228.00 ; S/20.52 ; S/207.48 
12 03 2019;Facial;D-14;Hidratante;Rosa; S/193.00 ; S/9.65 ; S/183.35 
12 03 2019;Facial;A-11;Basico;Rosa; S/137.00 ; S/8.22 ; S/128.78 
12 03 2019;Facial;A-14;Daymond Frozend;María; S/146.00 ; S/7.30 ; S/138.70 
12 03 2019;Corporal;D-10;Con Tequila;Rosa; S/146.00 ; S/10.22 ; S/135.78 
12 03 2019;Corporal;B-20;Fango;María; S/111.00 ;; S/111.00 
12 03 2019;Corporal;A-19;Reductivo;Rosa; S/138.00 ; S/2.76 ; S/135.24 
12 03 2019;Facial;B-11;Renewel;Ana; S/173.00 ;; S/173.00 
12 03 2019;Facial;A-17;Exfoliación;Rosa; S/181.00 ; S/1.81 ; S/179.19 
12 03 2019;Facial;B-18;Accua Morin;Rosa; S/149.00 ; S/14.90 ; S/134.10 
12 03 2019;Facial;B-17;Yax;Ana; S/157.00 ; S/9.42 ; S/147.58 
12 03 2019;Facial;B-18;Basico;Rafaella; S/137.00 ; S/8.22 ; S/128.78 
12 03 2019;Corporal;B-14;Cacahua;Rosa; S/168.00 ; S/11.76 ; S/156.24 
12 03 2019;Facial;C-17;Limpieza Profunda;Camila; S/218.00 ; S/13.08 ; S/204.92 
12 03 2019;Facial;A-17;Europeo;Rafaella; S/199.00 ;; S/199.00 
12 03 2019;Facial;D-10;Europeo;Ana; S/199.00 ; S/15.92 ; S/183.08 
12 03 2019;Corporal;A-20;Reductivo;Ana; S/138.00 ; S/6.90 ; S/131.10 
12 03 2019;Corporal;C-19;Envolvente Desintoxicante;Rafaella; S/198.00 ; S/9.90 ; S/188.10 
12 03 2019;Facial;B-20;Tratamiento de Limpieza;María; S/220.00 ; S/17.60 ; S/202.40 
12 03 2019;Facial;C-19;Limpieza Profunda;María; S/218.00 ; S/2.18 ; S/215.82 
12 03 2019;Corporal;C-15;Velo De Novia (Exfoliacion Corporal);Rosa; S/217.00 ; S/4.34 ; S/212.66 
12 03 2019;Facial;A-16;Antiedad;Ana; S/228.00 ; S/2.28 ; S/225.72 
13 03 2019;Corporal;A-11;Exfoliante Energizante;Rafaella; S/202.00 ; S/4.04 ; S/197.96 
13 03 2019;Facial;B-13;Lifting de Piel Madura;Rosa; S/212.00 ;; S/212.00 
13 03 2019;Corporal;B-18;Velo De Novia (Exfoliacion Corporal);María; S/217.00 ; S/4.34 ; S/212.66 
13 03 2019;Facial;A-13;Accua Morin;Ana; S/149.00 ; S/14.90 ; S/134.10 
13 03 2019;Corporal;A-15;Hipertermia;Rafaella; S/202.00 ; S/10.10 ; S/191.90 
13 03 2019;Corporal;C-18;De Algas Desintoxicantes;Rafaella; S/101.00 ; S/9.09 ; S/91.91 
13 03 2019;Corporal;D-12;Reductivo;Rosa; S/138.00 ; S/8.28 ; S/129.72 
13 03 2019;Corporal;A-16;Hieloterapia;María; S/195.00 ; S/3.90 ; S/191.10 
13 03 2019;Corporal;B-17;Hipertermia;Rafaella; S/202.00 ; S/20.20 ; S/181.80 
13 03 2019;Corporal;D-12;Integral Reductivo;Camila; S/191.00 ; S/11.46 ; S/179.54 
13 03 2019;Facial;D-13;Basico;Rafaella; S/137.00 ; S/10.96 ; S/126.04 
13 03 2019;Facial;C-17;Microdermoabrasión;Rosa; S/237.00 ;; S/237.00 
13 03 2019;Corporal;A-20;Ritual Azul Turquesa;Ana; S/194.00 ; S/19.40 ; S/174.60 
13 03 2019;Corporal;B-11;Integral Reductivo;Ana; S/191.00 ; S/5.73 ; S/185.27 
13 03 2019;Facial;B-13;Hidratante;Rosa; S/193.00 ; S/1.93 ; S/191.07 
13 03 2019;Corporal;B-11;Exfoliante Energizante;Camila; S/202.00 ; S/4.04 ; S/197.96 
13 03 2019;Facial;A-12;Microdermoabrasión;Rafaella; S/237.00 ;; S/237.00 
13 03 2019;Facial;A-13;Equilibrante;Rosa; S/112.00 ; S/3.36 ; S/108.64 
13 03 2019;Facial;B-18;Limpieza Profunda;María; S/218.00 ; S/21.80 ; S/196.20 
13 03 2019;Facial;A-17;Europeo;Rafaella; S/199.00 ;; S/199.00 
13 03 2019;Corporal;D-10;Con Tequila;María; S/146.00 ; S/2.92 ; S/143.08 
14 03 2019;Corporal;C-18;De Algas Desintoxicantes;Rafaella; S/101.00 ; S/9.09 ; S/91.91 
14 03 2019;Facial;B-18;Renewel;Ana; S/173.00 ; S/12.11 ; S/160.89 
14 03 2019;Corporal;D-13;Modelaje;Camila; S/199.00 ; S/11.94 ; S/187.06 
14 03 2019;Corporal;C-18;Integral Reductivo;Rosa; S/191.00 ; S/3.82 ; S/187.18 
14 03 2019;Corporal;B-20;Fango Aromatico;Camila; S/128.00 ; S/1.28 ; S/126.72 
14 03 2019;Facial;B-16;Daymond Frozend;Camila; S/146.00 ;; S/146.00 
14 03 2019;Facial;C-12;Exfoliación;Camila; S/181.00 ; S/1.81 ; S/179.19 
14 03 2019;Facial;A-20;Europeo;María; S/199.00 ;; S/199.00 
