FECHA;CATEGORÍA;CLIENTE;TRATAMIENTO;ESTETICISTA;PRECIO;DESCUENTO; TOTAL COBRADO 
2 06 2019;Facial;C-14;Daymond Frozend;María; S/146.00 ; S/14.60 ; S/131.40 
2 06 2019;Corporal;B-17;Hipertermia;Rafaella; S/202.00 ; S/20.20 ; S/181.80 
2 06 2019;Facial;B-19;Tratamiento de Limpieza;Rosa; S/220.00 ; S/6.60 ; S/213.40 
2 06 2019;Facial;A-19;Accua Morin;María; S/149.00 ; S/1.49 ; S/147.51 
2 06 2019;Facial;B-13;Lifting de Piel Madura;Rosa; S/212.00 ;; S/212.00 
2 06 2019;Corporal;B-11;Integral Reductivo;Ana; S/191.00 ; S/5.73 ; S/185.27 
2 06 2019;Corporal;B-20;Fango Aromatico;Camila; S/128.00 ; S/1.28 ; S/126.72 
2 06 2019;Corporal;B-11;De Algas Desintoxicantes;María; S/101.00 ; S/3.03 ; S/97.97 
2 06 2019;Facial;D-10;Europeo;Rafaella; S/199.00 ; S/13.93 ; S/185.07 
2 06 2019;Corporal;A-15;Hipertermia;María; S/202.00 ; S/12.12 ; S/189.88 
2 06 2019;Facial;B-18;Antiedad;Rafaella; S/228.00 ; S/22.80 ; S/205.20 
3 06 2019;Corporal;C-10;Hipertermia;María; S/202.00 ; S/8.08 ; S/193.92 
3 06 2019;Corporal;A-10;Heavenly Body;Rafaella; S/192.00 ; S/9.60 ; S/182.40 
3 06 2019;Facial;A-13;Europeo;Camila; S/199.00 ; S/1.99 ; S/197.01 
3 06 2019;Corporal;D-12;Con Tequila;Rafaella; S/146.00 ; S/10.22 ; S/135.78 
3 06 2019;Facial;B-20;Linea Colageno y Elastina;María; S/145.00 ;; S/145.00 
3 06 2019;Corporal;B-15;De Algas Desintoxicantes;Camila; S/101.00 ; S/10.10 ; S/90.90 
3 06 2019;Corporal;C-16;Velo De Novia (Exfoliacion Corporal);Rafaella; S/217.00 ; S/21.70 ; S/195.30 
3 06 2019;Corporal;C-20;Ritual Esencial Del Mar;Camila; S/214.00 ; S/14.98 ; S/199.02 
3 06 2019;Corporal;A-15;Envolvente De Aguacate Con Yogurt;Rosa; S/201.00 ; S/10.05 ; S/190.95 
3 06 2019;Facial;A-15;Exfoliación;Rosa; S/181.00 ; S/18.10 ; S/162.90 
3 06 2019;Corporal;A-10;Cacahua;María; S/168.00 ; S/1.68 ; S/166.32 
3 06 2019;Corporal;D-12;Reductivo;Rosa; S/138.00 ; S/8.28 ; S/129.72 
3 06 2019;Corporal;A-18;Reductivo;María; S/138.00 ; S/6.90 ; S/131.10 
3 06 2019;Corporal;C-10;Fango;Camila; S/111.00 ; S/3.33 ; S/107.67 
3 06 2019;Facial;B-12;Limpieza Profunda;Rafaella; S/218.00 ; S/17.44 ; S/200.56 
3 06 2019;Corporal;D-10;Con Tequila;Camila; S/146.00 ; S/5.84 ; S/140.16 
3 06 2019;Facial;A-16;Linea Colageno y Elastina;Rosa; S/145.00 ; S/14.50 ; S/130.50 
3 06 2019;Corporal;B-19;De Algas Desintoxicantes;Camila; S/101.00 ; S/3.03 ; S/97.97 
3 06 2019;Facial;C-12;Exfoliación;Camila; S/181.00 ; S/1.81 ; S/179.19 
3 06 2019;Corporal;A-11;Envolvente Desintoxicante;Rafaella; S/198.00 ; S/17.82 ; S/180.18 
3 06 2019;Facial;B-10;Limpieza Profunda;Rosa; S/218.00 ; S/17.44 ; S/200.56 
3 06 2019;Corporal;D-18;Ritual Azul Turquesa;María; S/194.00 ; S/17.46 ; S/176.54 
3 06 2019;Facial;B-15;Limpieza Profunda;Rafaella; S/218.00 ;; S/218.00 
3 06 2019;Corporal;B-17;De Algas Desintoxicantes;Rafaella; S/101.00 ; S/2.02 ; S/98.98 
3 06 2019;Facial;B-15;Limpieza Profunda;Rosa; S/218.00 ; S/10.90 ; S/207.10 
3 06 2019;Corporal;D-13;Fango;Camila; S/111.00 ; S/9.99 ; S/101.01 
4 06 2019;Facial;A-12;Antiedad;Camila; S/228.00 ; S/9.12 ; S/218.88 
4 06 2019;Facial;A-15;Antiedad;Ana; S/228.00 ; S/20.52 ; S/207.48 
4 06 2019;Facial;D-15;Accua Morin;Camila; S/149.00 ; S/2.98 ; S/146.02 
4 06 2019;Facial;B-15;Limpieza Profunda;Rosa; S/218.00 ; S/10.90 ; S/207.10 
4 06 2019;Facial;B-19;Tratamiento de Limpieza;Rosa; S/220.00 ; S/6.60 ; S/213.40 
4 06 2019;Corporal;C-15;Hieloterapia;Rosa; S/195.00 ; S/1.95 ; S/193.05 
4 06 2019;Facial;A-10;Antiedad;Rosa; S/228.00 ; S/13.68 ; S/214.32 
4 06 2019;Facial;B-18;Renewel;Ana; S/173.00 ; S/12.11 ; S/160.89 
4 06 2019;Corporal;A-18;De Algas Desintoxicantes;Ana; S/101.00 ; S/9.09 ; S/91.91 
4 06 2019;Facial;D-15;Exfoliación;Rafaella; S/181.00 ; S/1.81 ; S/179.19 
4 06 2019;Corporal;B-11;De Algas Desintoxicantes;María; S/101.00 ; S/3.03 ; S/97.97 
4 06 2019;Corporal;D-11;Hipertermia;Ana; S/202.00 ; S/18.18 ; S/183.82 
4 06 2019;Facial;B-15;Limpieza Profunda;Rosa; S/218.00 ; S/10.90 ; S/207.10 
4 06 2019;Corporal;A-20;Hipertermia;Ana; S/202.00 ;; S/202.00 
4 06 2019;Corporal;B-15;De Algas Desintoxicantes;Ana; S/101.00 ; S/3.03 ; S/97.97 
4 06 2019;Corporal;D-14;Exfoliante Energizante;Rosa; S/202.00 ; S/10.10 ; S/191.90 
4 06 2019;Corporal;B-11;Con Tequila;María; S/146.00 ; S/13.14 ; S/132.86 
4 06 2019;Facial;B-19;Daymond Frozend;Rafaella; S/146.00 ;; S/146.00 
4 06 2019;Facial;A-16;Daymond Frozend;María; S/146.00 ; S/13.14 ; S/132.86 
4 06 2019;Corporal;A-15;Fango Aromatico;Rafaella; S/128.00 ; S/5.12 ; S/122.88 
4 06 2019;Facial;A-10;Europeo;Camila; S/199.00 ; S/7.96 ; S/191.04 
4 06 2019;Corporal;A-12;Modelaje;Ana; S/199.00 ; S/19.90 ; S/179.10 
4 06 2019;Corporal;C-18;Integral Reductivo;Rosa; S/191.00 ; S/3.82 ; S/187.18 
5 06 2019;Facial;B-13;Hidratante;Ana; S/193.00 ; S/9.65 ; S/183.35 
5 06 2019;Facial;C-18;Daymond Frozend;Rafaella; S/146.00 ; S/1.46 ; S/144.54 
5 06 2019;Corporal;D-10;Chocoterapia;Camila; S/184.00 ; S/12.88 ; S/171.12 
5 06 2019;Corporal;B-16;Heavenly Body;Rosa; S/192.00 ; S/19.20 ; S/172.80 
5 06 2019;Facial;D-11;Antiedad;Rosa; S/228.00 ; S/9.12 ; S/218.88 
5 06 2019;Corporal;D-13;Envolvente De Aguacate Con Yogurt;Ana; S/201.00 ;; S/201.00 
5 06 2019;Corporal;C-10;Reductivo;Rosa; S/138.00 ; S/11.04 ; S/126.96 
5 06 2019;Corporal;D-13;Integral Reductivo;Ana; S/191.00 ; S/11.46 ; S/179.54 
5 06 2019;Corporal;C-19;Velo De Novia (Exfoliacion Corporal);Ana; S/217.00 ; S/4.34 ; S/212.66 
5 06 2019;Facial;B-12;Lifting de Piel Madura;Rafaella; S/212.00 ; S/6.36 ; S/205.64 
5 06 2019;Corporal;C-20;Ritual Azul Turquesa;Ana; S/194.00 ; S/3.88 ; S/190.12 
5 06 2019;Facial;D-10;Limpieza Profunda;Camila; S/218.00 ; S/21.80 ; S/196.20 
6 06 2019;Corporal;C-17;Cacahua;María; S/168.00 ; S/1.68 ; S/166.32 
6 06 2019;Facial;A-17;Linea Colageno y Elastina;María; S/145.00 ;; S/145.00 
6 06 2019;Corporal;B-19;Reductivo;Rosa; S/138.00 ;; S/138.00 
6 06 2019;Facial;A-12;Microdermoabrasión;Rafaella; S/237.00 ;; S/237.00 
6 06 2019;Facial;D-11;Yax;Camila; S/157.00 ; S/4.71 ; S/152.29 
6 06 2019;Facial;C-10;Limpieza Profunda;Camila; S/218.00 ; S/19.62 ; S/198.38 
6 06 2019;Corporal;D-13;Envolvente Desintoxicante;Ana; S/198.00 ; S/5.94 ; S/192.06 
6 06 2019;Corporal;D-19;Reductivo;Camila; S/138.00 ; S/11.04 ; S/126.96 
6 06 2019;Corporal;D-17;Ritual Azul Turquesa;María; S/194.00 ; S/1.94 ; S/192.06 
6 06 2019;Facial;A-10;Microdermoabrasión;Rosa; S/237.00 ; S/4.74 ; S/232.26 
6 06 2019;Corporal;A-15;Hipertermia;María; S/202.00 ; S/12.12 ; S/189.88 
6 06 2019;Facial;A-10;Antiedad;Rosa; S/228.00 ; S/20.52 ; S/207.48 
6 06 2019;Corporal;A-11;Exfoliante Energizante;Rafaella; S/202.00 ; S/4.04 ; S/197.96 
6 06 2019;Corporal;D-19;Envolvente De Aguacate Con Yogurt;Rafaella; S/201.00 ;; S/201.00 
6 06 2019;Facial;D-18;Yax;María; S/157.00 ; S/3.14 ; S/153.86 
6 06 2019;Corporal;D-13;Modelaje;Camila; S/199.00 ; S/11.94 ; S/187.06 
6 06 2019;Facial;B-13;Limpieza Profunda;Rafaella; S/218.00 ; S/10.90 ; S/207.10 
6 06 2019;Corporal;D-18;Con Tequila;Rosa; S/146.00 ; S/4.38 ; S/141.62 
6 06 2019;Corporal;C-20;Envolvente De Aguacate Con Yogurt;María; S/201.00 ; S/16.08 ; S/184.92 
6 06 2019;Facial;B-17;Yax;Camila; S/157.00 ; S/9.42 ; S/147.58 
6 06 2019;Corporal;A-19;Hieloterapia;María; S/195.00 ;; S/195.00 
6 06 2019;Corporal;C-19;Con Tequila;María; S/146.00 ; S/1.46 ; S/144.54 
6 06 2019;Corporal;D-11;Hipertermia;Rosa; S/202.00 ; S/12.12 ; S/189.88 
6 06 2019;Corporal;B-16;Heavenly Body;Rosa; S/192.00 ; S/11.52 ; S/180.48 
6 06 2019;Facial;A-11;Linea Colageno y Elastina;Ana; S/145.00 ; S/8.70 ; S/136.30 
6 06 2019;Facial;D-11;Microdermoabrasión;María; S/237.00 ; S/14.22 ; S/222.78 
6 06 2019;Corporal;D-20;Fango Aromatico;Rafaella; S/128.00 ; S/7.68 ; S/120.32 
6 06 2019;Corporal;A-18;Relajante (No Recuerda Bien El Nombre);Ana; S/170.00 ; S/13.60 ; S/156.40 
6 06 2019;Corporal;C-15;Ritual Azul Turquesa;María; S/194.00 ; S/9.70 ; S/184.30 
6 06 2019;Facial;A-16;Linea Colageno y Elastina;Rosa; S/145.00 ; S/14.50 ; S/130.50 
7 06 2019;Corporal;B-16;Relajante (No Recuerda Bien El Nombre);Rosa; S/170.00 ; S/3.40 ; S/166.60 
7 06 2019;Facial;D-10;Tratamiento de Limpieza;Ana; S/220.00 ; S/2.20 ; S/217.80 
7 06 2019;Facial;A-18;Renewel;Camila; S/173.00 ; S/8.65 ; S/164.35 
7 06 2019;Corporal;B-11;Hipertermia;Camila; S/202.00 ; S/2.02 ; S/199.98 
7 06 2019;Facial;B-13;Hidratante;Ana; S/193.00 ; S/9.65 ; S/183.35 
7 06 2019;Corporal;D-13;Fango;Camila; S/111.00 ; S/9.99 ; S/101.01 
7 06 2019;Facial;C-16;Antiedad;Ana; S/228.00 ; S/9.12 ; S/218.88 
7 06 2019;Corporal;C-19;Relajante (No Recuerda Bien El Nombre);Rafaella; S/170.00 ; S/6.80 ; S/163.20 
7 06 2019;Corporal;A-12;De Algas Desintoxicantes;Camila; S/101.00 ; S/2.02 ; S/98.98 
7 06 2019;Facial;D-14;Linea Colageno y Elastina;Ana; S/145.00 ; S/4.35 ; S/140.65 
7 06 2019;Facial;B-10;Limpieza Profunda;Rosa; S/218.00 ; S/4.36 ; S/213.64 
7 06 2019;Corporal;A-20;De Algas Desintoxicantes;Rosa; S/101.00 ; S/3.03 ; S/97.97 
7 06 2019;Corporal;B-10;Ritual Azul Turquesa;Rafaella; S/194.00 ; S/3.88 ; S/190.12 
8 06 2019;Corporal;C-20;Envolvente De Aguacate Con Yogurt;María; S/201.00 ; S/16.08 ; S/184.92 
8 06 2019;Facial;B-17;Yax;Ana; S/157.00 ; S/9.42 ; S/147.58 
8 06 2019;Facial;B-15;Limpieza Profunda;Rafaella; S/218.00 ;; S/218.00 
8 06 2019;Facial;A-15;Daymond Frozend;María; S/146.00 ; S/13.14 ; S/132.86 
8 06 2019;Facial;C-14;Linea Colageno y Elastina;Camila; S/145.00 ; S/4.35 ; S/140.65 
8 06 2019;Facial;D-10;Equilibrante;Rosa; S/112.00 ; S/4.48 ; S/107.52 
8 06 2019;Corporal;B-13;Cacahua;María; S/168.00 ;; S/168.00 
8 06 2019;Facial;A-20;Limpieza Profunda;Ana; S/218.00 ; S/19.62 ; S/198.38 
8 06 2019;Corporal;D-11;Modelaje;Ana; S/199.00 ; S/7.96 ; S/191.04 
8 06 2019;Facial;A-12;Microdermoabrasión;Rafaella; S/237.00 ;; S/237.00 
8 06 2019;Facial;B-16;Microdermoabrasión;Camila; S/237.00 ;; S/237.00 
8 06 2019;Facial;C-17;Microdermoabrasión;María; S/237.00 ; S/14.22 ; S/222.78 
8 06 2019;Facial;D-19;Basico;María; S/137.00 ; S/9.59 ; S/127.41 
8 06 2019;Corporal;C-16;Chocoterapia;María; S/184.00 ; S/9.20 ; S/174.80 
8 06 2019;Corporal;D-11;De Algas Desintoxicantes;Ana; S/101.00 ; S/10.10 ; S/90.90 
8 06 2019;Corporal;B-17;Cacahua;Camila; S/168.00 ; S/10.08 ; S/157.92 
8 06 2019;Facial;D-12;Basico;María; S/137.00 ; S/4.11 ; S/132.89 
8 06 2019;Facial;B-15;Renewel;Camila; S/173.00 ; S/12.11 ; S/160.89 
8 06 2019;Corporal;D-20;Envolvente Desintoxicante;Ana; S/198.00 ; S/19.80 ; S/178.20 
8 06 2019;Corporal;A-11;Hieloterapia;Rafaella; S/195.00 ; S/17.55 ; S/177.45 
8 06 2019;Corporal;D-13;Chocoterapia;Camila; S/184.00 ; S/16.56 ; S/167.44 
9 06 2019;Facial;A-16;Daymond Frozend;María; S/146.00 ; S/13.14 ; S/132.86 
9 06 2019;Corporal;C-11;Modelaje;Rosa; S/199.00 ; S/17.91 ; S/181.09 
9 06 2019;Corporal;B-19;Heavenly Body;Rafaella; S/192.00 ; S/5.76 ; S/186.24 
9 06 2019;Corporal;D-20;Exfoliante Energizante;María; S/202.00 ; S/16.16 ; S/185.84 
9 06 2019;Corporal;C-14;Exfoliante Energizante;Camila; S/202.00 ; S/2.02 ; S/199.98 
9 06 2019;Corporal;C-18;Envolvente De Aguacate Con Yogurt;Camila; S/201.00 ; S/2.01 ; S/198.99 
9 06 2019;Corporal;A-15;Hieloterapia;Rosa; S/195.00 ; S/5.85 ; S/189.15 
9 06 2019;Facial;D-10;Europeo;Ana; S/199.00 ; S/15.92 ; S/183.08 
9 06 2019;Corporal;D-12;De Algas Desintoxicantes;María; S/101.00 ; S/7.07 ; S/93.93 
9 06 2019;Corporal;D-11;Hipertermia;Ana; S/202.00 ; S/18.18 ; S/183.82 
9 06 2019;Facial;B-18;Tratamiento de Limpieza;Ana; S/220.00 ; S/19.80 ; S/200.20 
9 06 2019;Facial;D-10;Europeo;Ana; S/199.00 ; S/7.96 ; S/191.04 
9 06 2019;Corporal;D-18;Modelaje;Rosa; S/199.00 ; S/17.91 ; S/181.09 
9 06 2019;Facial;A-18;Basico;Camila; S/137.00 ; S/10.96 ; S/126.04 
9 06 2019;Facial;C-13;Europeo;Ana; S/199.00 ; S/19.90 ; S/179.10 
9 06 2019;Facial;D-20;Daymond Frozend;Ana; S/146.00 ; S/1.46 ; S/144.54 
9 06 2019;Facial;D-13;Hieloterapia;Camila; S/195.00 ; S/11.70 ; S/183.30 
9 06 2019;Corporal;D-12;De Algas Desintoxicantes;María; S/101.00 ; S/7.07 ; S/93.93 
9 06 2019;Facial;D-18;Exfoliación;Rosa; S/181.00 ; S/7.24 ; S/173.76 
9 06 2019;Corporal;C-15;Integral Reductivo;María; S/191.00 ;; S/191.00 
9 06 2019;Corporal;A-11;Hipertermia;Ana; S/202.00 ; S/12.12 ; S/189.88 
9 06 2019;Facial;C-14;Daymond Frozend;María; S/146.00 ; S/14.60 ; S/131.40 
9 06 2019;Facial;C-17;Yax;María; S/157.00 ; S/10.99 ; S/146.01 
9 06 2019;Corporal;C-19;Envolvente Desintoxicante;Rafaella; S/198.00 ; S/9.90 ; S/188.10 
9 06 2019;Facial;B-15;Hieloterapia;María; S/195.00 ; S/11.70 ; S/183.30 
9 06 2019;Facial;B-16;Daymond Frozend;Camila; S/146.00 ;; S/146.00 
9 06 2019;Corporal;A-16;Envolvente De Aguacate Con Yogurt;Camila; S/201.00 ; S/4.02 ; S/196.98 
10 06 2019;Corporal;D-10;Chocoterapia;Camila; S/184.00 ; S/12.88 ; S/171.12 
10 06 2019;Corporal;C-17;Envolvente De Aguacate Con Yogurt;Camila; S/201.00 ; S/16.08 ; S/184.92 
10 06 2019;Facial;B-10;Exfoliación;Camila; S/181.00 ; S/10.86 ; S/170.14 
10 06 2019;Facial;D-20;Daymond Frozend;Ana; S/146.00 ; S/1.46 ; S/144.54 
10 06 2019;Facial;D-16;Vaporizacion;María; S/151.00 ; S/15.10 ; S/135.90 
10 06 2019;Facial;B-13;Hieloterapia;Camila; S/195.00 ; S/15.60 ; S/179.40 
10 06 2019;Facial;A-14;Daymond Frozend;Rafaella; S/146.00 ; S/7.30 ; S/138.70 
10 06 2019;Corporal;B-15;De Algas Desintoxicantes;Camila; S/101.00 ; S/10.10 ; S/90.90 
10 06 2019;Corporal;B-17;Fango Aromatico;Rosa; S/128.00 ; S/12.80 ; S/115.20 
10 06 2019;Facial;C-19;Limpieza Profunda;Rosa; S/218.00 ; S/17.44 ; S/200.56 
10 06 2019;Facial;A-20;Limpieza Profunda;Rosa; S/218.00 ; S/13.08 ; S/204.92 
10 06 2019;Facial;B-13;Hidratante;Ana; S/193.00 ; S/9.65 ; S/183.35 
10 06 2019;Facial;A-13;Vaporizacion;Rafaella; S/151.00 ;; S/151.00 
10 06 2019;Facial;B-15;Renewel;Camila; S/173.00 ; S/12.11 ; S/160.89 
10 06 2019;Facial;B-10;Europeo;Rosa; S/199.00 ; S/7.96 ; S/191.04 
10 06 2019;Corporal;B-10;Ritual Azul Turquesa;Rafaella; S/194.00 ; S/3.88 ; S/190.12 
10 06 2019;Corporal;D-10;Hieloterapia;Camila; S/195.00 ; S/9.75 ; S/185.25 
10 06 2019;Corporal;C-16;Chocoterapia;María; S/184.00 ; S/9.20 ; S/174.80 
11 06 2019;Corporal;B-15;De Algas Desintoxicantes;Camila; S/101.00 ; S/10.10 ; S/90.90 
11 06 2019;Facial;C-20;Microdermoabrasión;Rafaella; S/237.00 ; S/21.33 ; S/215.67 
11 06 2019;Corporal;D-12;Ritual Esencial Del Mar;María; S/214.00 ; S/8.56 ; S/205.44 
11 06 2019;Facial;B-10;Limpieza Profunda;Rosa; S/218.00 ; S/4.36 ; S/213.64 
11 06 2019;Corporal;B-10;Ritual Azul Turquesa;Rafaella; S/194.00 ; S/3.88 ; S/190.12 
11 06 2019;Corporal;A-15;Reductivo;María; S/138.00 ; S/13.80 ; S/124.20 
11 06 2019;Facial;B-18;Accua Morin;Rosa; S/149.00 ; S/14.90 ; S/134.10 
11 06 2019;Corporal;D-19;Fango;Rosa; S/111.00 ; S/8.88 ; S/102.12 
11 06 2019;Corporal;C-15;Hieloterapia;Rosa; S/195.00 ; S/1.95 ; S/193.05 
11 06 2019;Facial;B-10;Limpieza Profunda;Rosa; S/218.00 ; S/4.36 ; S/213.64 
11 06 2019;Corporal;C-17;Fango Aromatico;María; S/128.00 ;; S/128.00 
11 06 2019;Corporal;D-16;Envolvente Desintoxicante;Rosa; S/198.00 ; S/5.94 ; S/192.06 
11 06 2019;Facial;C-19;Exfoliación;Rosa; S/181.00 ; S/10.86 ; S/170.14 
11 06 2019;Facial;A-18;Vaporizacion;Rosa; S/151.00 ; S/15.10 ; S/135.90 
11 06 2019;Corporal;D-14;Exfoliante Energizante;María; S/202.00 ; S/6.06 ; S/195.94 
11 06 2019;Facial;D-15;Linea Colageno y Elastina;Rosa; S/145.00 ; S/14.50 ; S/130.50 
11 06 2019;Facial;D-13;Hieloterapia;Camila; S/195.00 ; S/11.70 ; S/183.30 
11 06 2019;Facial;B-15;Limpieza Profunda;Rosa; S/218.00 ; S/10.90 ; S/207.10 
11 06 2019;Corporal;D-18;Envolvente De Aguacate Con Yogurt;Camila; S/201.00 ;; S/201.00 
11 06 2019;Corporal;A-11;Hieloterapia;Rafaella; S/195.00 ; S/17.55 ; S/177.45 
11 06 2019;Facial;A-15;Daymond Frozend;Ana; S/146.00 ; S/11.68 ; S/134.32 
12 06 2019;Facial;C-17;Limpieza Profunda;Rafaella; S/218.00 ; S/4.36 ; S/213.64 
12 06 2019;Facial;D-20;Renewel;María; S/173.00 ; S/13.84 ; S/159.16 
12 06 2019;Facial;B-10;Limpieza Profunda;Rosa; S/218.00 ; S/17.44 ; S/200.56 
12 06 2019;Corporal;B-20;Relajante (No Recuerda Bien El Nombre);María; S/170.00 ; S/11.90 ; S/158.10 
12 06 2019;Facial;A-18;Europeo;Camila; S/199.00 ; S/13.93 ; S/185.07 
12 06 2019;Corporal;D-17;Ritual Azul Turquesa;María; S/194.00 ; S/1.94 ; S/192.06 
12 06 2019;Corporal;C-20;Integral Reductivo;Camila; S/191.00 ; S/3.82 ; S/187.18 
12 06 2019;Corporal;D-20;Relajante (No Recuerda Bien El Nombre);Rosa; S/170.00 ; S/6.80 ; S/163.20 
12 06 2019;Corporal;D-17;Hieloterapia;Camila; S/195.00 ; S/7.80 ; S/187.20 
12 06 2019;Corporal;C-18;De Algas Desintoxicantes;Rafaella; S/101.00 ; S/9.09 ; S/91.91 
12 06 2019;Corporal;B-10;Ritual Azul Turquesa;Rafaella; S/194.00 ; S/3.88 ; S/190.12 
12 06 2019;Facial;B-10;Linea Colageno y Elastina;Ana; S/145.00 ;; S/145.00 
12 06 2019;Facial;C-14;Linea Colageno y Elastina;Rafaella; S/145.00 ; S/11.60 ; S/133.40 
12 06 2019;Facial;A-10;Antiedad;Rosa; S/228.00 ; S/20.52 ; S/207.48 
12 06 2019;Corporal;D-19;Cacahua;María; S/168.00 ; S/5.04 ; S/162.96 
12 06 2019;Facial;A-15;Equilibrante;Rafaella; S/112.00 ; S/4.48 ; S/107.52 
12 06 2019;Corporal;C-15;Envolvente Desintoxicante;Rafaella; S/198.00 ; S/5.94 ; S/192.06 
12 06 2019;Facial;D-17;Basico;María; S/137.00 ; S/4.11 ; S/132.89 
12 06 2019;Facial;C-16;Limpieza Profunda;Rafaella; S/218.00 ; S/17.44 ; S/200.56 
12 06 2019;Corporal;B-16;Heavenly Body;Rafaella; S/192.00 ; S/19.20 ; S/172.80 
12 06 2019;Corporal;A-16;Velo De Novia (Exfoliacion Corporal);Ana; S/217.00 ; S/19.53 ; S/197.47 
12 06 2019;Corporal;B-18;Chocoterapia;María; S/184.00 ; S/11.04 ; S/172.96 
12 06 2019;Facial;A-17;Limpieza Profunda;Rosa; S/218.00 ; S/13.08 ; S/204.92 
12 06 2019;Facial;C-13;Europeo;Ana; S/199.00 ; S/19.90 ; S/179.10 
13 06 2019;Corporal;D-14;Relajante (No Recuerda Bien El Nombre);Rafaella; S/170.00 ; S/15.30 ; S/154.70 
13 06 2019;Corporal;A-14;Heavenly Body;Rosa; S/192.00 ; S/17.28 ; S/174.72 
